"fips","state_fips","county_fips","areaname","state_name","county_name","fipsst","fipsco","region","division","pop1970","pop1971","pop1972","pop1973","pop1974","pop1975","pop1976","pop1977","pop1978","pop1979","pop1980","pop1981","pop1982","pop1983","pop1984","pop1985","pop1986","pop1987","pop1988","pop1989","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop19904","pop20104","base20104","pop2010","pop2011","pop2012","pop2013","pop2014"
"38071",38,71,"Ramsey County","North Dakota","Ramsey County","38","071",2,4,12915,12800,13500,13500,13400,13300,13700,13400,13300,13000,13048,12937,12965,13198,13086,13013,12930,12850,12916,12822,12640,12554,12520,12633,12599,12500,12437,12333,12109,11944,12022,11824,11782,11540,11415,11290,11227,11223,11288,11240,12681,,,,,,,
"38073",38,38073,"Ransom County, North Dakota"," North Dakota","Ransom County","38","38073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5457,5457,5431,5420,5474,5490,5446
"38073",38,73,"Ransom County","North Dakota","Ransom County","38","073",2,4,7102,7100,6900,6900,6900,6900,6700,6800,6700,6600,6698,6543,6486,6476,6453,6343,6226,6203,6060,5993,5912,5898,5868,5892,5814,5823,5813,5821,5781,5731,5885,5849,5814,5825,5775,5748,5696,5745,5659,5500,5921,,,,,,,
"38075",38,75,"Renville County","North Dakota","Renville County","38","075",2,4,3828,3900,3800,3800,3700,3800,3700,3700,3600,3600,3608,3631,3584,3636,3649,3609,3505,3443,3369,3273,3135,3031,2957,2956,2935,2868,2847,2836,2814,2799,2591,2521,2514,2461,2422,2401,2361,2260,2207,2227,3160,,,,,,,
"38075",38,38075,"Renville County, North Dakota"," North Dakota","Renville County","38","38075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,2470,2476,2495,2554,2616,2587
"38077",38,77,"Richland County","North Dakota","Richland County","38","077",2,4,18089,18100,18300,18200,18100,18400,18500,19000,19300,19200,19207,19168,19366,19663,19589,19049,19120,18993,18627,18252,18125,17896,17897,18278,18265,18200,18258,18318,18096,17924,17945,17599,17379,17534,17341,17159,16733,16501,16356,16067,18148,,,,,,,
"38077",38,38077,"Richland County, North Dakota"," North Dakota","Richland County","38","38077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16321,16321,16317,16255,16210,16321,16432
"38079",38,38079,"Rolette County, North Dakota"," North Dakota","Rolette County","38","38079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13937,13937,13993,14138,14350,14607,14616
"38079",38,79,"Rolette County","North Dakota","Rolette County","38","079",2,4,11549,11500,11900,12500,12300,12400,12500,12500,12600,12300,12177,12255,12355,12567,13025,12891,12798,12877,12892,12727,12805,12885,13073,13204,13520,13834,13938,14099,14148,14229,13678,13733,13682,13580,13626,13628,13588,13643,13706,13797,12772,,,,,,,
"38081",38,81,"Sargent County","North Dakota","Sargent County","38","081",2,4,5937,5900,6100,5900,6000,6100,6000,6000,5800,5700,5512,5396,5325,5280,5155,5057,4966,4794,4708,4630,4535,4457,4388,4419,4440,4508,4421,4425,4445,4288,4355,4329,4244,4134,4073,4117,4133,4079,4009,3951,4549,,,,,,,
"38081",38,38081,"Sargent County, North Dakota"," North Dakota","Sargent County","38","38081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829,3829,3805,3804,3895,3880,3931
"38083",38,38083,"Sheridan County, North Dakota"," North Dakota","Sheridan County","38","38083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,1321,1311,1310,1270,1313,1326
"38083",38,83,"Sheridan County","North Dakota","Sheridan County","38","083",2,4,3232,3400,3300,3400,3300,3400,3400,3300,3200,3100,2819,2663,2593,2565,2547,2480,2449,2359,2319,2221,2129,2078,2023,1964,1963,1933,1850,1765,1692,1665,1697,1620,1565,1513,1440,1406,1350,1310,1247,1228,2148,,,,,,,
"38085",38,85,"Sioux County","North Dakota","Sioux County","38","085",2,4,3632,3700,3700,3800,3900,4000,3900,3900,3900,3700,3620,3706,3646,3575,3626,3697,3656,3701,3726,3745,3781,3812,3899,3938,3948,4011,4093,4100,4148,4156,4058,3998,4052,4045,4082,4088,4157,4140,4134,4203,3761,,,,,,,
"38085",38,38085,"Sioux County, North Dakota"," North Dakota","Sioux County","38","38085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153,4153,4146,4246,4343,4426,4422
"38087",38,87,"Slope County","North Dakota","Slope County","38","087",2,4,1484,1400,1200,1300,1300,1300,1200,1200,1200,1200,1157,1123,1129,1132,1131,1095,1081,1038,1003,946,896,902,883,860,843,820,826,853,880,887,760,739,727,713,695,685,687,652,667,649,907,,,,,,,
"38087",38,38087,"Slope County, North Dakota"," North Dakota","Slope County","38","38087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,727,727,721,759,761,765
"38089",38,38089,"Stark County, North Dakota"," North Dakota","Stark County","38","38089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24199,24199,24353,25168,26921,28377,30372
"38089",38,89,"Stark County","North Dakota","Stark County","38","089",2,4,19613,19900,20100,19900,20200,20300,20700,20900,21400,22400,23697,26217,28107,27958,27248,26397,25355,24321,23681,23227,22766,22841,22813,22694,22825,22426,22619,22668,22707,22490,22553,22358,22152,22087,22082,22100,22096,22404,22517,22847,22832,,,,,,,
"38091",38,91,"Steele County","North Dakota","Steele County","38","091",2,4,3749,3600,3500,3500,3400,3400,3400,3400,3300,3200,3106,2978,2909,2929,2882,2784,2699,2673,2634,2512,2397,2342,2318,2278,2296,2299,2265,2260,2228,2182,2239,2164,2095,2049,2022,1970,1901,1842,1805,1747,2420,,,,,,,
"38091",38,38091,"Steele County, North Dakota"," North Dakota","Steele County","38","38091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1975,1974,2030,1993,1960,1955
"38093",38,93,"Stutsman County","North Dakota","Stutsman County","38","093",2,4,23550,23700,23400,23300,23400,23500,23400,23600,23900,24000,24154,24065,24015,23829,23918,23854,23520,23332,23104,22726,22125,21975,21784,21728,21678,21389,21190,21070,20981,21090,21841,21560,21367,21113,20873,20766,20732,20449,20340,20463,22241,,,,,,,
"38093",38,38093,"Stutsman County, North Dakota"," North Dakota","Stutsman County","38","38093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21100,21100,21114,20989,20958,21090,21129
"38095",38,95,"Towner County","North Dakota","Towner County","38","095",2,4,4645,4700,4600,4400,4300,4300,4300,4400,4300,4100,4052,4015,4033,4041,4127,4059,3968,3922,3894,3766,3595,3479,3408,3345,3261,3270,3180,3071,3013,2955,2857,2769,2703,2616,2542,2464,2393,2300,2223,2209,3627,,,,,,,
"38095",38,38095,"Towner County, North Dakota"," North Dakota","Towner County","38","38095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246,2246,2238,2294,2323,2297,2310
"38097",38,97,"Traill County","North Dakota","Traill County","38","097",2,4,9571,9300,9300,9200,9200,9300,9500,9700,9600,9700,9624,9514,9446,9478,9492,9396,9145,9028,8999,8897,8719,8701,8611,8572,8573,8666,8652,8604,8538,8555,8467,8312,8246,8174,8197,8121,8011,8071,7912,7868,8752,,,,,,,
"38097",38,38097,"Traill County, North Dakota"," North Dakota","Traill County","38","38097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121,8121,8113,8053,8073,8210,8082
"38099",38,99,"Walsh County","North Dakota","Walsh County","38","099",2,4,16251,16500,16800,16600,16100,16200,16700,16700,16400,16000,15371,15227,15379,15479,15487,15204,14741,14490,14340,14006,13789,13737,13927,14100,13895,13862,13770,13703,13557,13356,12356,12095,11778,11651,11482,11370,11188,11007,10899,10798,13840,,,,,,,
"38099",38,38099,"Walsh County, North Dakota"," North Dakota","Walsh County","38","38099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11119,11119,11095,11037,11054,11106,10970
"38101",38,101,"Ward County","North Dakota","Ward County","38","101",2,4,58560,60600,60700,59900,60400,60800,60600,60000,60100,59200,58392,58780,59935,61061,61815,61674,61483,61191,60480,58777,57764,57262,57497,57484,57905,58715,59749,59050,58540,58360,58684,57749,57128,56800,56996,56458,56099,56092,56104,57012,57921,,,,,,,
"38101",38,38101,"Ward County, North Dakota"," North Dakota","Ward County","38","38101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61675,61675,62090,64318,65480,67998,69384
"38103",38,103,"Wells County","North Dakota","Wells County","38","103",2,4,7847,7900,7800,7500,7400,7300,7300,7300,7200,7100,6979,6891,6839,6807,6800,6736,6629,6422,6292,6089,5808,5634,5572,5457,5370,5297,5284,5225,5208,5094,5079,4874,4766,4647,4564,4475,4316,4218,4150,4092,5864,,,,,,,
"38103",38,38103,"Wells County, North Dakota"," North Dakota","Wells County","38","38103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207,4207,4197,4217,4260,4185,4192
"38105",38,105,"Williams County","North Dakota","Williams County","38","105",2,4,19301,19100,18900,18700,18800,19200,19600,19800,20300,21100,22237,24971,27598,27251,26850,26842,25500,23624,22546,21766,20983,20926,20806,20603,20479,20400,20469,20280,20159,19764,19652,19430,19416,19256,19144,19136,19272,19566,19797,20451,21129,,,,,,,
"38105",38,38105,"Williams County, North Dakota"," North Dakota","Williams County","38","38105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22398,22398,22573,24379,26686,29563,32130
"39000",39,0,"Ohio","Ohio","Ohio","39","000",2,3,10657423,10735000,10747000,10767000,10766000,10770000,10753000,10771000,10795000,10799000,10797604,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10861837,10933683,11007609,11070385,11111451,11155493,11187032,11212498,11237752,11256654,11363844,11396874,11420981,11445180,11464593,11475262,11492495,11520815,11528072,11542645,10847115,,,,,,,
"39001",39,1,"Adams County","Ohio","Adams County","39","001",2,3,18957,19900,20700,21800,22500,22200,23200,23500,23900,24000,24328,24388,24459,24111,23861,24118,24306,24688,24887,25206,25443,25893,26342,26736,27131,27550,28156,28318,28564,28698,27337,27480,27705,27913,28062,28177,28210,28098,28183,28043,25371,,,,,,,
"39001",39,39001,"Adams County, Ohio"," Ohio","Adams County","39","39001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28550,28550,28568,28523,28366,28126,28129
"39003",39,3,"Allen County","Ohio","Allen County","39","003",2,3,111144,111400,110600,110200,110600,110800,109900,110500,109800,111200,112241,111726,109826,108936,109642,109601,109755,110123,110518,110270,109802,109691,109842,109706,109417,108949,108522,107938,107246,106898,108577,108193,107845,106527,105780,105528,105126,104895,104826,104357,109755,,,,,,,
"39003",39,39003,"Allen County, Ohio"," Ohio","Allen County","39","39003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106331,106331,106364,105907,105283,105214,105040
"39005",39,5,"Ashland County","Ohio","Ashland County","39","005",2,3,43303,43200,43900,44200,44200,44800,44400,44700,45300,45800,46178,46396,46427,46186,46493,46572,46297,46448,46949,47499,47558,48044,48619,49739,50446,50371,50796,51205,51634,51973,52584,52823,53045,53454,53609,53958,54317,54810,54982,55044,47507,,,,,,,
"39005",39,39005,"Ashland County, Ohio"," Ohio","Ashland County","39","39005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53139,53139,53329,53288,53240,53117,53035
"39007",39,7,"Ashtabula County","Ohio","Ashtabula County","39","007",2,3,98237,100700,100800,100400,101100,102000,101200,101600,102500,103800,104215,102998,102945,101955,101387,100761,100195,99864,99929,99664,100011,100297,100739,101230,101672,102052,102415,103027,103242,103344,102745,102665,102609,102473,102262,102051,101686,101400,100973,100767,99880,,,,,,,
"39007",39,39007,"Ashtabula County, Ohio"," Ohio","Ashtabula County","39","39007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101497,101497,101409,101101,100264,99779,99175
"39009",39,39009,"Athens County, Ohio"," Ohio","Athens County","39","39009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64757,64773,65218,65117,64638,64515,64713
"39009",39,9,"Athens County","Ohio","Athens County","39","009",2,3,55747,57200,57500,56100,54000,52300,51500,54000,55100,55200,56399,56674,57432,57704,57695,58208,58343,59343,59046,59612,59520,59748,59789,60303,60460,61000,61344,61356,61616,61599,62323,62832,63055,63258,62475,63143,63136,62863,63199,63026,59549,,,,,,,
"39011",39,39011,"Auglaize County, Ohio"," Ohio","Auglaize County","39","39011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45949,45949,45936,45815,45866,45876,45841
"39011",39,11,"Auglaize County","Ohio","Auglaize County","39","011",2,3,38602,39200,39500,40400,40900,42500,41300,41500,42000,42500,42554,43013,42899,42808,43192,43394,43595,43914,44380,44501,44694,45307,45882,46240,46439,46674,46950,46899,47042,47167,46589,46566,46391,46310,46388,46626,46512,46513,46748,46699,44585,,,,,,,
"39013",39,13,"Belmont County","Ohio","Belmont County","39","013",2,3,80917,83400,83100,82700,82300,82900,83200,82600,82300,83400,82569,81859,81403,80575,79285,77482,75517,74336,73157,72239,70856,70722,70764,70708,70447,70471,72106,71811,71860,71259,70124,69574,69663,69263,68998,68662,68659,68409,68063,68066,71074,,,,,,,
"39013",39,39013,"Belmont County, Ohio"," Ohio","Belmont County","39","39013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70400,70400,70290,70045,69624,69545,69461
"39015",39,15,"Brown County","Ohio","Brown County","39","015",2,3,26635,27700,28900,29300,29500,30100,30100,30600,31300,31600,31920,32158,32150,32052,32162,32666,32930,33284,33901,34574,35138,35624,36347,37132,38148,38737,39393,40133,40808,41576,42583,42768,43201,43500,43607,43660,43735,43810,43909,44003,34966,,,,,,,
"39015",39,39015,"Brown County, Ohio"," Ohio","Brown County","39","39015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44846,44846,44886,44678,44404,44235,44116
"39017",39,17,"Butler County","Ohio","Butler County","39","017",2,3,226207,229300,232400,236900,239000,240700,241400,245900,251400,256500,258787,261926,262015,262757,267077,270444,274324,280021,283064,286469,292964,299802,305680,311861,315858,319851,324033,327697,330892,333486,333695,336587,338958,341766,344914,348425,353888,358116,360775,363184,291479,,,,,,,
"39017",39,39017,"Butler County, Ohio"," Ohio","Butler County","39","39017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368130,368130,369056,370210,370833,371511,374158
"39019",39,39019,"Carroll County, Ohio"," Ohio","Carroll County","39","39019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28836,28836,28804,28871,28560,28271,28187
"39019",39,19,"Carroll County","Ohio","Carroll County","39","019",2,3,21579,22100,22500,23300,24000,24300,24700,25200,25700,25600,25598,25508,25701,25964,26038,26144,26230,26356,26310,26399,26554,26944,27142,27483,27766,28163,28451,28854,29088,29286,28869,28936,29100,29187,29115,28885,28888,28769,28677,28539,26521,,,,,,,
"39021",39,21,"Champaign County","Ohio","Champaign County","39","021",2,3,30491,30900,31000,30700,32300,32300,32900,33200,33400,33900,33649,33599,33780,33637,33906,34166,34298,34822,35198,35728,36106,36397,36607,37002,37311,37593,37934,38098,38349,38572,38925,38968,39134,39155,39237,39195,39531,39589,39718,39713,36019,,,,,,,
"39021",39,39021,"Champaign County, Ohio"," Ohio","Champaign County","39","39021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40097,40097,40074,39878,39586,39475,39128
"39023",39,23,"Clark County","Ohio","Clark County","39","023",2,3,157115,160000,157900,157400,155800,154600,151700,150800,150700,150800,150236,149463,147821,147142,147100,147075,147403,147514,147992,147720,147585,147677,147450,147259,147111,146981,146759,145868,145266,144962,144661,143929,143412,141915,141565,141543,140875,140187,139818,139671,147538,,,,,,,
"39023",39,39023,"Clark County, Ohio"," Ohio","Clark County","39","39023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138333,138333,138227,137738,137194,136803,136554
"39025",39,39025,"Clermont County, Ohio"," Ohio","Clermont County","39","39025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197363,197363,197638,198581,199219,200254,201560
"39025",39,25,"Clermont County","Ohio","Clermont County","39","025",2,3,95372,98300,99400,102800,104700,109600,111800,115400,120600,124800,128483,130938,132719,134129,135550,137393,139924,143332,145624,147784,150971,154294,157519,160928,163759,166655,169522,172827,175786,178749,178629,180392,182539,184574,187275,189276,191859,193971,195417,196364,150094,,,,,,,
"39027",39,27,"Clinton County","Ohio","Clinton County","39","027",2,3,31464,31800,32000,32500,32900,33300,33500,34000,34400,34600,34603,34553,34210,34238,34060,34021,34193,34601,34589,34959,35596,36076,36618,37009,37582,37979,38687,39475,40135,40701,40660,40912,41220,41441,41798,42063,42837,42990,43152,43058,35444,,,,,,,
"39027",39,39027,"Clinton County, Ohio"," Ohio","Clinton County","39","39027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42040,42037,41892,41906,41831,41889,41835
"39029",39,29,"Columbiana County","Ohio","Columbiana County","39","029",2,3,108310,109700,110400,111500,111700,112200,112700,113800,114700,113800,113572,112599,112463,111217,109992,109127,108181,107885,107677,107847,108482,109290,110186,110812,111065,111260,111330,111346,111407,111300,112093,111395,111061,110824,110395,109481,109319,108785,108106,107722,108276,,,,,,,
"39029",39,39029,"Columbiana County, Ohio"," Ohio","Columbiana County","39","39029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107841,107841,107843,107260,106438,105885,105686
"39031",39,39031,"Coshocton County, Ohio"," Ohio","Coshocton County","39","39031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36901,36901,36914,36903,36806,36700,36516
"39031",39,31,"Coshocton County","Ohio","Coshocton County","39","031",2,3,33486,33900,34900,35200,35100,35700,35400,35300,35500,35800,36024,36202,36146,35972,35948,35438,35366,35324,35451,35549,35437,35538,35620,35830,35868,36023,36067,36154,36127,36204,36691,36817,36858,36842,36843,36648,36497,36247,35917,35767,35427,,,,,,,
"39033",39,33,"Crawford County","Ohio","Crawford County","39","033",2,3,50364,51700,51400,51800,51400,51200,51200,50900,51400,50800,50075,49960,49232,48840,48948,48663,48478,48389,48229,48210,47817,47718,47584,47497,47337,47380,47355,47216,47184,47010,46881,46512,46173,45722,45490,45159,44460,44147,43738,43403,47870,,,,,,,
"39033",39,39033,"Crawford County, Ohio"," Ohio","Crawford County","39","39033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43784,43784,43778,43307,42847,42770,42480
"39035",39,35,"Cuyahoga County","Ohio","Cuyahoga County","39","035",2,3,1720835,1707600,1670000,1643700,1617100,1595200,1578100,1559100,1538700,1514200,1498400,1485870,1474693,1472065,1466936,1458564,1448590,1438907,1421546,1417480,1411586,1414007,1415783,1416898,1413289,1406591,1399398,1389022,1380428,1371717,1392073,1381483,1369224,1355668,1341479,1323972,1305273,1293600,1282880,1275709,1412140,,,,,,,
"39035",39,39035,"Cuyahoga County, Ohio"," Ohio","Cuyahoga County","39","39035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280122,1280109,1278172,1269839,1265889,1263837,1259828
"39037",39,37,"Darke County","Ohio","Darke County","39","037",2,3,49141,50200,51200,52300,53900,54300,55200,55100,54700,55600,55096,54584,53414,53459,53523,53545,53389,53552,53948,53787,53640,53685,53752,53889,54097,54203,54374,54253,54071,54063,53292,53030,52833,52873,52808,52639,52342,52198,51988,51814,53617,,,,,,,
"39037",39,39037,"Darke County, Ohio"," Ohio","Darke County","39","39037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52959,52959,52958,52672,52506,52351,52196
"39039",39,39,"Defiance County","Ohio","Defiance County","39","039",2,3,36949,37100,37200,37400,37800,38100,38400,38900,39200,39900,39987,39818,39263,38988,38877,39348,39123,39168,39157,39275,39383,39513,39419,39544,39575,39912,40212,40011,39838,39651,39452,39367,39124,38916,38739,38574,38579,38470,38524,38432,39350,,,,,,,
"39039",39,39039,"Defiance County, Ohio"," Ohio","Defiance County","39","39039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39037,39035,39106,39024,38818,38515,38510
"39041",39,41,"Delaware County","Ohio","Delaware County","39","041",2,3,42908,43600,44300,47300,49600,49400,49900,50900,52000,53600,53840,54825,55722,56406,57053,58010,59497,60675,62996,65127,67447,70089,72213,75040,78816,82140,87148,92440,98208,103679,111714,119098,127011,134899,141958,149353,155669,160698,164913,168708,66929,,,,,,,
"39041",39,39041,"Delaware County, Ohio"," Ohio","Delaware County","39","39041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174214,174189,175108,178537,181147,185202,189113
"39043",39,43,"Erie County","Ohio","Erie County","39","043",2,3,75909,77300,77700,78200,78100,78500,78300,78500,78700,78200,79655,79266,78098,77434,77299,76915,76774,76640,76883,76781,76868,76984,77270,77614,77814,78557,78845,78600,78226,77893,79603,79228,78644,78471,78361,77778,77555,77365,77339,76963,76781,,,,,,,
"39043",39,39043,"Erie County, Ohio"," Ohio","Erie County","39","39043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77079,77079,77013,76662,76442,76134,75828
"39045",39,45,"Fairfield County","Ohio","Fairfield County","39","045",2,3,73301,75300,76700,79200,81800,84100,85600,86400,88800,91500,93678,95831,95772,95612,95823,96404,97525,99509,100877,102105,103947,106212,109157,111954,114396,117261,119269,121504,123949,126723,123414,125963,128860,131982,135055,137457,139503,141239,142299,143712,103468,,,,,,,
"39045",39,39045,"Fairfield County, Ohio"," Ohio","Fairfield County","39","39045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146156,146152,146391,147319,147446,148797,150381
"39047",39,47,"Fayette County","Ohio","Fayette County","39","047",2,3,25461,25900,26800,26600,26700,26700,27000,27100,27100,27400,27467,27180,27235,27452,27242,27301,27331,27300,27345,27441,27501,27779,27840,28080,28195,28229,28471,28530,28505,28399,28434,28170,28152,28133,28078,28212,28227,28272,28198,28117,27466,,,,,,,
"39047",39,39047,"Fayette County, Ohio"," Ohio","Fayette County","39","39047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29030,29030,29017,28907,28850,28799,28800
"39049",39,49,"Franklin County","Ohio","Franklin County","39","049",2,3,833249,850900,857200,860700,864400,867400,869000,875200,877500,877400,869126,878742,880292,887215,895684,902756,912947,924832,942069,952215,964718,976780,987917,997067,1002968,1007634,1011890,1017589,1021578,1027821,1072307,1082421,1087369,1092518,1096256,1101224,1111018,1122357,1135643,1150122,961437,,,,,,,
"39049",39,39049,"Franklin County, Ohio"," Ohio","Franklin County","39","39049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163414,1163543,1166107,1179691,1196936,1213834,1231393
"39051",39,51,"Fulton County","Ohio","Fulton County","39","051",2,3,33071,34000,35200,35300,36000,36000,36500,37100,37500,37700,37751,37796,37513,37583,37792,37833,37726,37902,38428,38422,38606,38987,39601,39840,39986,40613,41072,41411,41801,42202,42136,42157,42212,42262,42584,42638,42481,42458,42429,42402,38498,,,,,,,
"39051",39,39051,"Fulton County, Ohio"," Ohio","Fulton County","39","39051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42698,42698,42660,42529,42516,42418,42580
"39053",39,53,"Gallia County","Ohio","Gallia County","39","053",2,3,25239,26200,26700,26900,27200,28800,28700,30100,29700,29500,30098,30174,29972,30218,30265,30307,30117,30376,30368,30876,31003,31255,32354,31788,32099,32484,32722,33125,33217,33248,31094,31033,31074,31034,30955,30906,30828,30869,30889,30694,30954,,,,,,,
"39053",39,39053,"Gallia County, Ohio"," Ohio","Gallia County","39","39053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30934,30934,31057,30960,30805,30597,30397
"39055",39,55,"Geauga County","Ohio","Geauga County","39","055",2,3,62977,63200,63500,65800,66100,67700,67800,70400,73300,73600,74474,74750,74939,75171,75239,75562,76267,76931,79151,80400,81340,82113,82979,81993,83047,84414,85990,87516,88591,89598,91209,92186,93341,95006,95846,96876,97737,98227,98817,99060,81087,,,,,,,
"39055",39,39055,"Geauga County, Ohio"," Ohio","Geauga County","39","39055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93389,93410,93422,93403,93917,94059,94295
"39057",39,57,"Greene County","Ohio","Greene County","39","057",2,3,125057,126800,125700,126600,125900,125800,128100,128600,129400,129800,129769,129725,130099,129763,129138,129898,130523,132249,133439,135427,137195,139705,141609,143039,144492,146698,146517,145983,147942,149149,148213,149566,151507,153251,155488,156218,157705,158844,159356,159823,136731,,,,,,,
"39057",39,39057,"Greene County, Ohio"," Ohio","Greene County","39","39057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161573,161569,161614,163522,164145,163465,163820
"39059",39,39059,"Guernsey County, Ohio"," Ohio","Guernsey County","39","39059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40087,40087,40102,39847,39813,39614,39590
"39059",39,59,"Guernsey County","Ohio","Guernsey County","39","059",2,3,37665,39300,39700,39900,40400,40600,40400,40200,40500,41000,42024,41941,41708,41557,41099,40558,39830,39726,39584,39429,38987,39173,39334,39416,39800,40186,40483,40633,40921,40955,40792,40832,40952,41048,40852,40606,40433,40384,40182,40054,39024,,,,,,,
"39061",39,39061,"Hamilton County, Ohio"," Ohio","Hamilton County","39","39061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802374,802374,802298,800648,802355,804429,806631
"39061",39,61,"Hamilton County","Ohio","Hamilton County","39","061",2,3,925944,922800,913900,912100,905200,892900,894100,890000,886500,879500,873204,872014,871027,869026,868534,870575,872226,873550,871861,868633,866466,868684,869632,869356,865034,860198,855704,851670,847202,840443,844316,849398,848344,847484,846707,847182,847656,855928,853508,855062,866228,,,,,,,
"39063",39,39063,"Hancock County, Ohio"," Ohio","Hancock County","39","39063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74782,74782,74674,75080,75647,75712,75337
"39063",39,63,"Hancock County","Ohio","Hancock County","39","063",2,3,61217,62000,62700,63400,63900,63900,63900,64100,64900,64700,64581,64809,64889,65011,65560,65763,65384,65511,65724,65807,65550,66104,66758,67185,67708,68198,68452,68587,69009,69401,71329,71940,72528,72931,73289,73266,73791,74328,74367,74538,65536,,,,,,,
"39065",39,39065,"Hardin County, Ohio"," Ohio","Hardin County","39","39065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32058,32058,32102,31821,31643,31767,31796
